,Agent,Application ID,Burn Priority,Burn Request ID,Est. Permit Tonnage,Forest Health Exempt,Harvest Acres,Ignition Date,Ignition Period,In UGA,Landowner,Multi Day Burn,Permit Number,Post-Burn,Proposed Burn Area,Request Date,Smoke Dispersed,Total Proposed Burn,Unit Name,Lat,Lon,Request Year,Request Month,Burn Decision,Decision Date,Region
93,Steve Loy,8961,,10864,316.0,,20.0,2019-11-22 10:30:00,150.0,,GREEN DIAMOND RESOURCES COMPANY GREEN DIAMOND RESOURCES COMPANY,,OL20190190,,19.0,2019-11-21 10:06:45,,295.0,WS287,47.309002, -123.600536,2019,11,Approved,2019-11-22 00:00:00,OL
94,Dennis Muller,9487,,10586,152.0,,38.0,2019-11-22 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190070,,38.0,2019-11-19 09:01:55,,152.0,MCICE 2,47.092155, -123.169589,2019,11,Denied,2019-11-22 00:00:00,SP
95,Dennis Muller,9488,,11668,264.0,,70.0,2019-11-22 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190071,,70.0,2019-11-19 09:00:18,,260.0,MCIT,47.092155, -123.169589,2019,11,Denied,2019-11-22 00:00:00,SP
96,Ryley Gray,9774,,13276,67.0,,7.0,2019-11-21 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20190440,,7.0,2019-11-27 00:00:00,,67.0,GRAY-WEYCO-COOLER,46.336965, -122.896413,2019,11,Approved,2019-11-27 00:00:00,PC
97,Aric Lemmon,9140,,11794,768.0,,61.0,2019-11-21 09:00:00,60.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190097,,8.0,2019-11-22 09:26:44,,99.0,SANBORN,45.774989, -121.456555,2019,11,,,SE
98,Aric Lemmon,9139,,10862,339.0,,62.0,2019-11-21 09:00:00,30.0,,Broughton Lumber Company Broughton Lumber Company,,SE20190098,,1.0,2019-11-21 09:33:40,,1.0,HOT SHOT,45.890955, -121.165131,2019,11,,,SE
99,Robert Nix,9527,,11786,30.0,,10.0,2019-11-21 09:30:00,5.0,,Robert Nix,,PC20190476,,10.0,2019-11-21 00:00:00,,30.0,NIX,46.626899, -123.003,2019,11,Approved,2019-11-21 00:00:00,PC
100,,9216,,11032,30.0,,3.0,2019-11-21 09:30:00,5.0,,DAMIEN C. TOWNLEY DAMIEN C. TOWNLEY,,PC20190475,,3.0,2019-11-21 00:00:00,,30.0,TOWNLEY-WOODLAND-HEATHERWOOD DR,45.945917, -122.649619,2019,11,Approved,2019-11-21 00:00:00,PC
101,Martin Nelson,8980,,11115,30.0,,10.0,2019-11-21 09:30:00,5.0,,JOY E HURLBERT JOY E HURLBERT,,SP201901116,,10.0,2019-11-21 00:00:00,,30.0,HURLBERT UNIT,47.163668, -123.002478,2019,11,Approved,2019-11-21 00:00:00,SP
102,Steve Loy,8965,,11679,401.0,,40.0,2019-11-21 08:00:00,480.0,,GREEN DIAMOND RESOURCES COMPANY GREEN DIAMOND RESOURCES COMPANY,,OL20190197,,30.0,2019-11-20 08:30:57,,302.0,WW088,47.337964, -123.686296,2019,11,Denied,2019-11-21 00:00:00,OL
103,Steve Loy,8128,,11678,386.0,,43.0,2019-11-21 08:00:00,480.0,,GREEN DIAMOND RESOURCES COMPANY GREEN DIAMOND RESOURCES COMPANY,,OL20190110,,32.0,2019-11-20 08:27:06,,288.0,WW105,47.366943, -123.643665,2019,11,Denied,2019-11-21 00:00:00,OL
104,Levi Puksta,9071,,11677,208.0,,96.0,2019-11-21 08:00:00,420.0,,Department of Natural Resources Department of Natural Resources,,OL20190150,,96.0,2019-11-20 08:23:22,,208.0,MAIN TIME,47.685628, -124.173438,2019,11,Approved,2019-11-21 00:00:00,OL
105,Levi Puksta,9069,,11676,731.0,,204.0,2019-11-21 08:00:00,420.0,,Department of Natural Resources Department of Natural Resources,,OL20190148,,150.0,2019-11-20 08:22:54,,507.0,MAPLE SYRUP,47.773013, -124.108992,2019,11,Denied,2019-11-21 00:00:00,OL
106,Dennis Muller,9487,,10585,152.0,,38.0,2019-11-21 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190070,,38.0,2019-11-19 09:01:26,,152.0,MCICE 2,47.092155, -123.169589,2019,11,Denied,2019-11-21 00:00:00,SP
107,Dennis Muller,9488,,11667,264.0,,70.0,2019-11-21 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190071,,70.0,2019-11-19 08:59:45,,260.0,MCIT,47.092155, -123.169589,2019,11,Denied,2019-11-21 00:00:00,SP
108,JASON WILLIAMS,9528,,13261,30.0,,5.0,2019-11-20 09:30:00,5.0,,KEVIN AND LAURIE NOLAN KEVIN AND LAURIE NOLAN,,SE20190115,,5.0,2019-11-25 00:00:00,,30.0,GOAT PEAK ROAD,47.18329, -121.08011,2019,11,Approved,2019-11-25 00:00:00,SE
109,,9341,,11034,2.0,,30.0,2019-11-20 09:30:00,5.0,,"COVER, GREGORY COVER, GREGORY",,NE20190458,,30.0,2019-11-25 00:00:00,,2.0,,47.867533, -117.4005,2019,11,Approved,2019-11-25 00:00:00,NE
110,,8996,,11354,30.0,,7.0,2019-11-20 09:30:00,5.0,,Gary Young,,NE20190466,,7.0,2019-11-25 00:00:00,,30.0,,47.995087, -117.187187,2019,11,Approved,2019-11-25 00:00:00,NE
111,,8995,,11353,30.0,,10.0,2019-11-20 09:30:00,5.0,,"LARUE, STEVEN LARUE, STEVEN",,NE20190464,,10.0,2019-11-25 00:00:00,,30.0,,47.76589, -117.615066,2019,11,Approved,2019-11-25 00:00:00,NE
112,,8994,,11352,30.0,,4.0,2019-11-20 09:30:00,5.0,,"GARRISON, CALVIN GARRISON, CALVIN",,NE20190462,,4.0,2019-11-25 00:00:00,,30.0,,48.14506, -117.12322,2019,11,Approved,2019-11-25 00:00:00,NE
113,,8992,,11350,30.0,,5.0,2019-11-20 09:30:00,5.0,,"CONNELLY, PATRICK CONNELLY, PATRICK",,NE20190460,,5.0,2019-11-25 00:00:00,,30.0,,48.12831, -117.251559,2019,11,Approved,2019-11-25 00:00:00,NE
114,BRIAN VRABLICK,8991,,11165,65.0,,69.0,2019-11-20 09:30:00,5.0,,PEARL GOWER LIVING TRUST PEARL GOWER LIVING TRUST,,NE20190457,,69.0,2019-11-25 00:00:00,,65.0,,48.039514, -117.36062,2019,11,Approved,2019-11-25 00:00:00,NE
115,BEN NELSON,8990,,11164,69.0,,36.0,2019-11-20 09:30:00,5.0,,"DAVIS, BILL DAVIS, BILL",,NE20190456,,36.0,2019-11-25 00:00:00,,69.0,,48.274018, -117.273627,2019,11,Approved,2019-11-25 00:00:00,NE
116,Michael LaMana,8989,,11163,63.0,,41.0,2019-11-20 09:30:00,5.0,,CHERYL FULTON FISCHER LLC CHERYL FULTON FISCHER LLC,,NE20190454,,41.0,2019-11-25 00:00:00,,63.0,,47.32592, -117.099129,2019,11,Approved,2019-11-25 00:00:00,NE
117,Brett Turner,8987,,11161,12.0,,200.0,2019-11-20 09:30:00,5.0,,HANCOCK FOREST MANAGEMENT,,NE20190452,,200.0,2019-11-25 00:00:00,,12.0,THE SHOW,47.954381, -117.681594,2019,11,Approved,2019-11-25 00:00:00,NE
118,Aric Lemmon,9742,,10863,457.0,,64.0,2019-11-20 08:00:00,60.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190096,,8.0,2019-11-21 09:35:09,,58.0,ANNIKA,45.920566, -121.249558,2019,11,,,SE
119,Aric Lemmon,9140,,10861,768.0,,61.0,2019-11-20 09:00:00,60.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190097,,8.0,2019-11-21 09:29:47,,99.0,SANBORN,45.774989, -121.456555,2019,11,,,SE
120,Bret Reynaud,9678,,13160,30.0,,3.0,2019-11-20 09:30:00,5.0,,Bret Reynaud,,SP20190110,,3.0,2019-11-20 00:00:00,,30.0,,46.886898, -122.918889,2019,11,Approved,2019-11-20 00:00:00,SP
121,,9212,,11031,30.0,,5.0,2019-11-20 09:30:00,5.0,,CHARLES MCTEE CHARLES MCTEE,,PC20190473,,5.0,2019-11-20 00:00:00,,30.0,MCTEE,46.741231, -122.203011,2019,11,Approved,2019-11-20 00:00:00,PC
122,Neris Biciunas,8513,,11671,190.0,,74.0,2019-11-20 09:00:00,120.0,,Rayonier Washington Timber Company Rayonier Washington Timber Company,,OL20190063,,70.0,2019-11-19 13:04:38,,185.0,25N12W049,47.70043, -124.280603,2019,11,Approved,2019-11-20 00:00:00,OL
123,Steve Loy,8965,,10590,401.0,,40.0,2019-11-20 12:00:00,240.0,,GREEN DIAMOND RESOURCES COMPANY GREEN DIAMOND RESOURCES COMPANY,,OL20190197,,40.0,2019-11-19 11:14:32,,401.0,WW088,47.337964, -123.686296,2019,11,Denied,2019-11-20 00:00:00,OL
124,Steve Loy,8128,,10589,386.0,,43.0,2019-11-20 08:00:00,250.0,,GREEN DIAMOND RESOURCES COMPANY GREEN DIAMOND RESOURCES COMPANY,,OL20190110,,43.0,2019-11-19 11:09:50,,386.0,WW105,47.366943, -123.643665,2019,11,Denied,2019-11-20 00:00:00,OL
125,Dennis Muller,9487,,10584,152.0,,38.0,2019-11-20 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190070,,38.0,2019-11-19 09:01:01,,152.0,MCICE 2,47.092155, -123.169589,2019,11,[Division] Approved,2019-11-20 00:00:00,SP
126,Dennis Muller,9488,,11666,264.0,,70.0,2019-11-20 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190071,,70.0,2019-11-19 08:59:12,,260.0,MCIT,47.092155, -123.169589,2019,11,Denied,2019-11-20 00:00:00,SP
127,Levi Puksta,9071,,10583,208.0,,96.0,2019-11-20 08:00:00,420.0,,Department of Natural Resources Department of Natural Resources,,OL20190150,,96.0,2019-11-19 08:15:43,,208.0,MAIN TIME,47.685628, -124.173438,2019,11,Approved,2019-11-20 00:00:00,OL
128,Levi Puksta,9069,,10582,731.0,,204.0,2019-11-20 08:00:00,420.0,,Department of Natural Resources Department of Natural Resources,,OL20190148,,174.0,2019-11-19 08:15:04,,606.0,MAPLE SYRUP,47.773013, -124.108992,2019,11,Denied,2019-11-20 00:00:00,OL
129,Aric Lemmon,9139,,10581,339.0,,62.0,2019-11-20 08:00:00,60.0,,Broughton Lumber Company Broughton Lumber Company,,SE20190098,,44.0,2019-11-19 08:05:22,,239.0,HOT SHOT,45.890955, -121.165131,2019,11,Approved,2019-11-20 00:00:00,SE
130,JON COLE,9743,,10580,387.0,,86.0,2019-11-20 08:00:00,120.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190109,,42.0,2019-11-19 08:04:24,,189.0,STRONG ARM,45.94956, -121.457879,2019,11,Approved,2019-11-20 00:00:00,SE
131,Ryan Dippel,9049,,13150,167.0,,90.0,2019-11-20 09:00:00,240.0,,Weyerhaeuser Co - Peell Weyerhaeuser Co - Peell,,PC20190409,,90.0,2019-11-18 15:46:52,,167.0,2080 RD,46.491663, -123.389411,2019,11,Approved,2019-11-20 00:00:00,PC
132,JOSHUA SCHLEUSNER,9040,,13149,481.0,,80.0,2019-11-20 11:00:00,180.0,,HANCOCK FOREST MANAGEMENT HANCOCK FOREST MANAGEMENT,,SE20190080,,80.0,2019-11-18 14:16:04,,481.0,EMERALD MU,45.93529, -121.207797,2019,11,Approved,2019-11-20 00:00:00,SE
133,WES WORDEN,9721,,11112,570.0,,101.0,2019-11-20 08:00:00,30.0,,WEYERHAEUSER WEYERHAEUSER,,SE20190029,,101.0,2019-11-18 12:46:46,,570.0,KITTITAS,47.367995, -120.695103,2019,11,Denied,2019-11-20 00:00:00,SE
134,Greg Johnson,9342,,11035,30.0,,10.0,2019-11-19 09:30:00,5.0,,"JOHNSEN, JESSUP JOHNSEN, JESSUP",,NE20190463,,10.0,2019-11-25 00:00:00,,30.0,,47.528915, -117.249463,2019,11,Approved,2019-11-25 00:00:00,NE
135,Aric Lemmon,9139,,10593,339.0,,62.0,2019-11-19 08:00:00,60.0,,Broughton Lumber Company Broughton Lumber Company,,SE20190098,,18.0,2019-11-19 13:06:37,,99.0,HOT SHOT,45.890955, -121.165131,2019,11,,,SE
136,Aric Lemmon,9140,,11672,768.0,,61.0,2019-11-19 09:00:00,60.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190097,,8.0,2019-11-19 13:05:05,,99.0,SANBORN,45.774989, -121.456555,2019,11,,,SE
137,Aric Lemmon,9742,,10591,457.0,,64.0,2019-11-19 09:00:00,60.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190096,,14.0,2019-11-19 12:42:16,,99.0,ANNIKA,45.920566, -121.249558,2019,11,,,SE
138,Matt Gomes,9722,,11669,30.0,,1.0,2019-11-19 09:30:00,5.0,,Lake Merwin Campers Hideaway Lake Merwin Campers Hideaway,,PC20190466,,1.0,2019-11-19 00:00:00,,30.0,CAMPERS HIDEAWAY,45.96015, -122.421454,2019,11,Approved,2019-11-19 00:00:00,PC
139,Warren Weston,9366,,10860,206.0,,23.0,2019-11-19 09:00:00,90.0,,Pacific Denkmann Company Pacific Denkmann Company,,NW20191091,,1.0,2019-11-19 00:00:00,,80.0,HOTWINGS,48.275456, -122.280669,2019,11,,,NW
140,BRIAN KARNES,9175,,11073,99.0,,30.0,2019-11-19 09:30:00,5.0,,BURT EMMONS BURT EMMONS,,SP20190119,,30.0,2019-11-19 00:00:00,,99.0,EMMONS,46.813429, -122.224374,2019,11,Approved,2019-11-19 00:00:00,SP
141,,8979,,11154,30.0,,5.0,2019-11-19 09:30:00,5.0,,STEPHEN AND JANET HUNTER STEPHEN AND JANET HUNTER,,PC20190468,,5.0,2019-11-19 00:00:00,,30.0,HUNTER,45.730085, -122.424026,2019,11,Approved,2019-11-19 00:00:00,PC
142,LYNCH BROTHERS CONSTRUCTION,8978,,11153,30.0,,5.0,2019-11-19 09:30:00,5.0,,AXEHILL LLC AXEHILL LLC,,PC20190467,,5.0,2019-11-19 00:00:00,,30.0,AXELHILL,45.960217, -122.503595,2019,11,Approved,2019-11-19 00:00:00,PC
143,Neris Biciunas,8517,,13147,185.0,,67.0,2019-11-19 08:00:00,120.0,,Rayonier Washington Timber Company Rayonier Washington Timber Company,,OL20190067,,65.0,2019-11-18 13:39:03,,180.0,26N12W255,47.729771, -124.258866,2019,11,Approved,2019-11-19 00:00:00,OL
144,WES WORDEN,9721,,11111,570.0,,101.0,2019-11-19 08:00:00,30.0,,WEYERHAEUSER WEYERHAEUSER,,SE20190029,,101.0,2019-11-18 12:44:28,,570.0,KITTITAS,47.367995, -120.695103,2019,11,Approved,2019-11-19 00:00:00,SE
145,Jeffrey Curless,9602,,11110,471.0,,112.0,2019-11-19 09:30:00,300.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190139,,50.0,2019-11-18 11:09:12,,152.0,12N03E034,46.481626, -122.418968,2019,11,Approved,2019-11-19 00:00:00,PC
146,Steve Loy,8964,,10995,109.0,,22.0,2019-11-19 08:30:00,120.0,,GREEN DIAMOND RESOURCES COMPANY GREEN DIAMOND RESOURCES COMPANY,,OL20190193,,22.0,2019-11-18 09:31:23,,109.0,WS435,47.280264, -123.579253,2019,11,Approved,2019-11-19 00:00:00,OL
147,"RANCH MANAGER PAT ADAMS,",9502,,10980,317.0,,304.0,2019-11-19 09:00:00,360.0,,Dnr - Northeast Region Dnr - Northeast Region,,NE20190260,,304.0,2019-11-18 08:36:34,,317.0,,47.925574, -117.379647,2019,11,Approved,2019-11-19 00:00:00,NE
148,JON COLE,9743,,10574,387.0,,86.0,2019-11-19 08:00:00,180.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190109,,86.0,2019-11-15 09:10:55,,387.0,STRONG ARM,45.94956, -121.457879,2019,11,Denied,2019-11-19 00:00:00,SE
149,"RANCH MANAGER PAT ADAMS,",9499,,11348,421.0,,299.0,2019-11-19 09:00:00,360.0,,Dnr - Northeast Region Dnr - Northeast Region,,NE20190257,,150.0,2019-11-13 16:29:47,,221.0,,47.980341, -117.059401,2019,11,Approved,2019-11-19 00:00:00,NE
150,Jeffrey Curless,8507,,10914,152.0,,108.0,2019-11-19 08:00:00,180.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190149,,108.0,2019-11-13 09:22:03,,152.0,11N06W071,46.391132, -123.452857,2019,11,Approved,2019-11-19 00:00:00,PC
151,Jeffrey Curless,9490,,10912,714.0,,222.0,2019-11-19 08:00:00,360.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190151,,222.0,2019-11-13 09:20:57,,714.0,RAYONIER-CURLESS-09N06W001,46.292109, -123.368651,2019,11,Approved,2019-11-19 00:00:00,PC
152,Dennis Muller,9488,,11524,264.0,,70.0,2019-11-19 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190071,,70.0,2019-11-12 10:28:27,,260.0,MCIT,47.092155, -123.169589,2019,11,Denied,2019-11-19 00:00:00,SP
153,Dennis Muller,9487,,11520,152.0,,38.0,2019-11-19 07:30:00,460.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190070,,38.0,2019-11-12 10:23:32,,152.0,MCICE 2,47.092155, -123.169589,2019,11,[Division] Approved,2019-11-19 00:00:00,SP
154,BERRIGAN FORRESTRY,9340,,11033,21.0,,30.0,2019-11-18 09:30:00,5.0,,"STIVERS, RAYMOND STIVERS, RAYMOND",,NE20190434,,30.0,2019-11-25 00:00:00,,21.0,STRIVERS PROPERTY,48.358221, -117.924306,2019,11,Approved,2019-11-25 00:00:00,NE
155,BERRIGAN FORESTRY BERRIGAN FORESTRY,8986,,11160,91.0,,87.0,2019-11-18 09:30:00,5.0,,"KEVWITCH, MANEL KEVWITCH, MANEL",,NE20190436,,87.0,2019-11-25 00:00:00,,91.0,KEVWITCH PROPERTY,48.747862, -118.161911,2019,11,Approved,2019-11-25 00:00:00,NE
156,BERRIGAN FORESTRY BERRIGAN FORESTRY,8985,,11159,94.0,,129.0,2019-11-18 09:30:00,5.0,,KNAPP GEORGE KNAPP GEORGE,,NE20190435,,129.0,2019-11-25 00:00:00,,94.0,,48.603882, -117.967794,2019,11,Approved,2019-11-25 00:00:00,NE
157,Steve DeLong,8984,,11158,58.0,,25.0,2019-11-18 09:30:00,5.0,,"EBBIGHAUSEN, ANDY EBBIGHAUSEN, ANDY",,NE20190447,,25.0,2019-11-25 00:00:00,,58.0,,48.302184, -117.381722,2019,11,Approved,2019-11-25 00:00:00,NE
158,,8982,,11156,18.0,,20.0,2019-11-18 09:30:00,5.0,,"CALLIGAN, WILLIAM CALLIGAN, WILLIAM",,NE20190442,,20.0,2019-11-25 00:00:00,,18.0,,48.113342, -117.575742,2019,11,Approved,2019-11-25 00:00:00,NE
159,Kevan Roberts,8973,,11782,951.0,,645.0,2019-11-18 09:15:00,180.0,,Wa Dnr Wa Dnr,,NE20190371,,25.0,2019-11-20 10:44:18,,28.0,VIGINIA RIDGE PILES,48.505178, -120.284835,2019,11,,,NE
160,JON COLE,9743,,10592,387.0,,86.0,2019-11-18 12:00:00,60.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190109,,22.0,2019-11-19 12:44:07,,99.0,STRONG ARM,45.94956, -121.457879,2019,11,,,SE
161,TRENT CROSSLAND,9677,,11664,30.0,,50.0,2019-11-18 09:30:00,5.0,,Washington State Department Of Natural Resources Washington State Department Of Natural Resources,,SP2019-0118,,50.0,2019-11-19 00:00:00,,30.0,EARL GREY,47.060664, -123.064208,2019,11,Approved,2019-11-19 00:00:00,SP
162,Warren Weston,9370,,11113,16.0,,1.0,2019-11-18 09:30:00,5.0,,Pacific Denkmann Company Pacific Denkmann Company,,NW20190095,,1.0,2019-11-18 00:00:00,,16.0,SCHOOL ROAD,48.275528, -122.085572,2019,11,Approved,2019-11-18 00:00:00,NW
163,MARK BAUGH,9144,,11675,463.0,,105.0,2019-11-18 09:00:00,90.0,,Bascom Pacific LLC Bascom Pacific LLC,,NW20191063,,1.0,2019-11-18 00:00:00,,45.0,LUCKY MAN 2,48.072719, -121.871969,2019,11,,,NW
164,,9109,,11030,30.0,,3.0,2019-11-18 09:30:00,5.0,,LAVAL SWEAT LAVAL SWEAT,,PC20190469,,3.0,2019-11-18 00:00:00,,30.0,SWEAT 363,45.974482, -122.814532,2019,11,Approved,2019-11-18 00:00:00,PC
165,,9108,,11029,30.0,,5.0,2019-11-18 09:30:00,5.0,,PAUL AND KRISTA HILDEBRAND PAUL AND KRISTA HILDEBRAND,,PC20190474,,5.0,2019-11-18 00:00:00,,30.0,HILDEBRAND,45.628857, -122.342387,2019,11,Approved,2019-11-18 00:00:00,PC
166,Neris Biciunas,8514,,10578,245.0,,107.0,2019-11-18 08:00:00,120.0,,Rayonier Washington Timber Company Rayonier Washington Timber Company,,OL20190064,,100.0,2019-11-15 13:55:59,,140.0,25N13W027,47.656839, -124.322737,2019,11,Approved,2019-11-18 00:00:00,OL
167,Neris Biciunas,8517,,10577,185.0,,67.0,2019-11-18 08:00:00,120.0,,Rayonier Washington Timber Company Rayonier Washington Timber Company,,OL20190067,,65.0,2019-11-15 13:54:58,,180.0,26N12W255,47.729771, -124.258866,2019,11,Approved,2019-11-18 00:00:00,OL
168,JOSHUA SCHLEUSNER,9040,,10924,481.0,,80.0,2019-11-18 09:00:00,180.0,,HANCOCK FOREST MANAGEMENT HANCOCK FOREST MANAGEMENT,,SE20190080,,80.0,2019-11-15 13:50:47,,481.0,EMERALD MU,45.93529, -121.207797,2019,11,Approved,2019-11-18 00:00:00,SE
169,Jim Schleusner,9800,,10923,245.0,,50.0,2019-11-18 09:00:00,60.0,,HANCOCK FOREST MANAGEMENT HANCOCK FOREST MANAGEMENT,,SE20190081,,35.0,2019-11-15 13:46:15,,145.0,PENNY SK,45.920034, -121.165333,2019,11,Approved,2019-11-18 00:00:00,SE
170,,9409,,10921,370.0,,164.0,2019-11-18 11:00:00,150.0,,MERRILL & RING FOREST PRODUCTS L.P. MERRILL & RING FOREST PRODUCTS L.P.,,PC20190424,,164.0,2019-11-15 13:16:01,,370.0,ELK CREEK,46.62765, -123.31581,2019,11,Approved,2019-11-18 00:00:00,PC
171,,9408,,10920,126.0,,48.0,2019-11-18 09:00:00,60.0,,MERRILL & RING FOREST PRODUCTS L.P. MERRILL & RING FOREST PRODUCTS L.P.,,PC20190425,,48.0,2019-11-15 13:14:52,,126.0,ELK CREEK 2,46.627612, -123.169956,2019,11,Approved,2019-11-18 00:00:00,PC
172,Ryan Dippel,9050,,10575,108.0,,72.0,2019-11-18 09:30:00,120.0,,Weyerhaeuser Co - Peell Weyerhaeuser Co - Peell,,PC20190410,,72.0,2019-11-15 10:03:20,,108.0,9000/720 RD,46.742951, -123.340891,2019,11,Approved,2019-11-18 00:00:00,PC
173,Aric Lemmon,9139,,10573,339.0,,62.0,2019-11-18 11:00:00,180.0,,Broughton Lumber Company Broughton Lumber Company,,SE20190098,,62.0,2019-11-15 09:09:26,,339.0,HOT SHOT,45.890955, -121.165131,2019,11,Approved,2019-11-18 00:00:00,SE
174,Aric Lemmon,9742,,10572,457.0,,64.0,2019-11-18 08:00:00,180.0,,SDS LUMBER COMPANY SDS LUMBER COMPANY,,SE20190096,,64.0,2019-11-15 09:08:44,,457.0,ANNIKA,45.920566, -121.249558,2019,11,Approved,2019-11-18 00:00:00,SE
175,Steve Loy,8965,,10571,401.0,,40.0,2019-11-18 08:00:00,350.0,,GREEN DIAMOND RESOURCES COMPANY GREEN DIAMOND RESOURCES COMPANY,,OL20190197,,40.0,2019-11-15 08:51:45,,401.0,WW088,47.337964, -123.686296,2019,11,Approved,2019-11-18 00:00:00,OL
176,Jeffrey Curless,8703,,11225,141.0,,95.0,2019-11-18 08:00:00,180.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190143,,95.0,2019-11-14 12:40:24,,141.0,11N07W028,46.433048, -123.513416,2019,11,Approved,2019-11-18 00:00:00,PC
177,Jeffrey Curless,8702,,11224,327.0,,151.0,2019-11-18 08:00:00,360.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190144,,151.0,2019-11-14 12:39:53,,327.0,11N07W116,46.447015, -123.554843,2019,11,Approved,2019-11-18 00:00:00,PC
178,"RANCH MANAGER PAT ADAMS,",9502,,10838,317.0,,304.0,2019-11-18 09:00:00,360.0,,Dnr - Northeast Region Dnr - Northeast Region,,NE20190260,,304.0,2019-11-14 07:01:16,,317.0,,47.925574, -117.379647,2019,11,Denied,2019-11-18 00:00:00,NE
179,"RANCH MANAGER PAT ADAMS,",9500,,10837,639.0,,341.0,2019-11-18 09:00:00,360.0,,Dnr - Northeast Region Dnr - Northeast Region,,NE20190258,,341.0,2019-11-14 07:00:18,,639.0,,48.549445, -117.294372,2019,11,Denied,2019-11-18 00:00:00,NE
180,Jeffrey Curless,8506,,10910,387.0,,130.0,2019-11-18 08:00:00,180.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190150,,130.0,2019-11-13 08:56:21,,387.0,11N06W048,46.391132, -123.452857,2019,11,Approved,2019-11-18 00:00:00,PC
181,Jeffrey Curless,8507,,10909,152.0,,108.0,2019-11-18 08:00:00,180.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190149,,108.0,2019-11-13 08:55:34,,152.0,11N06W071,46.391132, -123.452857,2019,11,Approved,2019-11-18 00:00:00,PC
182,Jeffrey Curless,9601,,10908,335.0,,160.0,2019-11-18 08:00:00,360.0,,RAYONIER FOREST RESOURCES LP RAYONIER FOREST RESOURCES LP,,PC20190140,,160.0,2019-11-13 08:53:12,,335.0,10N08W004,46.349416, -123.695044,2019,11,Approved,2019-11-18 00:00:00,PC
183,Dennis Muller,9488,,11523,264.0,,70.0,2019-11-18 07:30:00,480.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190071,,70.0,2019-11-12 10:28:04,,260.0,MCIT,47.092155, -123.169589,2019,11,Denied,2019-11-18 00:00:00,SP
184,Dennis Muller,9487,,11519,152.0,,38.0,2019-11-18 07:30:00,460.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,SP20190070,,38.0,2019-11-12 10:22:56,,152.0,MCICE 2,47.092155, -123.169589,2019,11,[Division] Approved,2019-11-18 00:00:00,SP
185,Ryan Dippel,9051,,13039,306.0,,92.0,2019-11-18 08:30:00,120.0,,Weyerhaeuser Co - Peell Weyerhaeuser Co - Peell,,PC20190411,,92.0,2019-11-11 08:30:40,,306.0,9000T,46.728622, -123.33593,2019,11,Approved,2019-11-18 00:00:00,PC
186,JUSTIN KNOBEL,9755,,10989,441.0,,67.0,2019-11-16 08:00:00,120.0,,Pacific West Timber C/O Campbell Global Pacific West Timber C/O Campbell Global,,OL20190162,,15.0,2019-11-18 08:56:54,,99.0,9605,48.18943, -124.548919,2019,11,,,OL
187,Jim Peterson,9355,,11047,81.0,,45.0,2019-11-15 09:30:00,5.0,,Forested Habitats Llc Forested Habitats Llc,,NE20190440,,45.0,2019-11-25 00:00:00,,81.0,,48.096576, -117.099725,2019,11,Approved,2019-11-25 00:00:00,NE
188,,9354,,11046,75.0,,40.0,2019-11-15 09:30:00,5.0,,"PETERSON, JAMES PETERSON, JAMES",,NE20190439,,40.0,2019-11-25 00:00:00,,75.0,,48.025651, -117.490904,2019,11,Approved,2019-11-25 00:00:00,NE
