Incident Name,Incident Number,Classification,Region,County,Final Total Acres,Type of Date,General Cause,Specific Cause,Specific Sub Cause,Date,Time
LEVEL,145,Classified,NORTHEAST,Lincoln County,13.36,Started,Miscellaneous,Other,None,04/28/20,14:20
LEVEL,145,Classified,NORTHEAST,Lincoln County,13.36,First Attack,Miscellaneous,Other,None,04/28/20,15:21
SMILEY,147,Classified,NORTHEAST,Pend Oreille County,22.85,Started,Miscellaneous,Power Line,None,04/28/20,19:00
SMILEY,147,Classified,NORTHEAST,Pend Oreille County,22.85,First Attack,Miscellaneous,Power Line,None,04/28/20,20:11
BOYDS HILL,137,Classified,NORTHEAST,Ferry County,1.76,First Attack,Debris Burning,None,None,04/27/20,14:47
CUTOFF,142,Classified,NORTHEAST,Stevens County,0.1,First Attack,Debris Burning,None,None,04/27/20,18:38
EAGLE,140,Classified,NORTHEAST,Spokane County,0.01,First Attack,Recreation,Other,Campfire,04/27/20,16:02
EAGLE,140,Classified,NORTHEAST,Spokane County,0.01,Started,Recreation,Other,Campfire,04/27/20,15:30
FALSE UPRIVER,850,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/27/20,17:22
GRANITE,144,Classified,NORTHEAST,Ferry County,0.01,First Attack,Debris Burning,None,None,04/27/20,17:22
GRANITE,144,Classified,NORTHEAST,Ferry County,0.01,Started,Debris Burning,None,None,04/27/20,9:00
MOUNTAIN HOME,30,Classified,SOUTHEAST,Chelan County,0.1,Started,Debris Burning,None,None,04/27/20,14:55
MOUNTAIN HOME,30,Classified,SOUTHEAST,Chelan County,0.1,First Attack,Debris Burning,None,None,04/27/20,15:45
SPRING VALLEY ROAD,139,Classified,NORTHEAST,Pend Oreille County,0.3,Started,Debris Burning,None,None,04/27/20,7:00
SPRING VALLEY ROAD,139,Classified,NORTHEAST,Pend Oreille County,0.3,First Attack,Debris Burning,None,None,04/27/20,14:27
STALEY ROAD,141,Classified,NORTHEAST,Spokane County,0.01,Started,Miscellaneous,Power Line,None,04/27/20,17:30
STALEY ROAD,141,Classified,NORTHEAST,Spokane County,0.01,First Attack,Miscellaneous,Power Line,None,04/27/20,17:44
STEAM,809,False Alarm,PACIFIC CASC,Clark County,,Started,Undetermined,None,None,04/27/20,13:41
WEST STALEY,849,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/27/20,16:52
COWLITZ VIEW DRIVE,18,Classified,PACIFIC CASC,Lewis County,0.1,Started,Debris Burning,None,None,04/26/20,13:40
COWLITZ VIEW DRIVE,18,Classified,PACIFIC CASC,Lewis County,0.1,First Attack,Debris Burning,None,None,04/26/20,14:00
HIGH DRIVE,138,Classified,NORTHEAST,Spokane County,0.01,Started,Undetermined,None,None,04/26/20,6:40
HIGH DRIVE,138,Classified,NORTHEAST,Spokane County,0.01,First Attack,Undetermined,None,None,04/26/20,7:00
CUTOFF,142,Classified,NORTHEAST,Stevens County,0.1,Started,Debris Burning,None,None,04/25/20,12:00
FALSE GLEN GROVE,848,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/25/20,20:50
BEACON HILL,136,Classified,NORTHEAST,Spokane County,0.01,Started,Undetermined,None,None,04/24/20,6:00
BEACON HILL,136,Classified,NORTHEAST,Spokane County,0.01,First Attack,Undetermined,None,None,04/24/20,7:31
BOYDS HILL,137,Classified,NORTHEAST,Ferry County,1.76,Started,Debris Burning,None,None,04/24/20,14:11
DRINK WATER,29,Classified,SOUTHEAST,Douglas County,2.3,Started,Debris Burning,None,None,04/24/20,12:49
DRINK WATER,29,Classified,SOUTHEAST,Douglas County,2.3,First Attack,Debris Burning,None,None,04/24/20,13:30
FALSE QUINCEE,847,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/24/20,16:13
DRUMHELLER COMMAND,28,Classified,SOUTHEAST,Adams County,,Started,Debris Burning,None,None,04/23/20,14:11
FALSE CLARK LAKE ,844,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/23/20,14:26
FALSE SIX MILE ,845,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/23/20,15:45
RED MOUNTAIN,805,False Alarm,NORTHWEST,Whatcom County,,Started,Undetermined,None,None,04/23/20,13:33
FALSE MASON,841,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/22/20,14:19
HAHA,133,Classified,NORTHEAST,Spokane County,0.01,Started,Recreation,Camper,Campfire,04/22/20,9:00
HAHA,133,Classified,NORTHEAST,Spokane County,0.01,First Attack,Recreation,Camper,Campfire,04/22/20,9:30
HEINE ROAD ,134,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,04/22/20,9:09
LYONS,135,Classified,NORTHEAST,Spokane County,0.01,First Attack,Recreation,Other,Other,04/22/20,16:40
LYONS,135,Classified,NORTHEAST,Spokane County,0.01,Started,Recreation,Other,Other,04/22/20,16:28
DISHMAN HILL ,132,Classified,NORTHEAST,Spokane County,0.23,Started,Arson,Other,None,04/21/20,11:00
DISHMAN HILL ,132,Classified,NORTHEAST,Spokane County,0.23,First Attack,Arson,Other,None,04/21/20,12:11
NO GOLF,840,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/21/20,16:19
NO SPOTTED ,839,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/21/20,12:08
SOUTH BANK,17,Classified,PACIFIC CASC,Grays Harbor County,0.19,Started,Debris Burning,None,None,04/21/20,15:08
WEST END ROAD,131,Classified,NORTHEAST,Stevens County,0.01,Started,Under Investigation,None,None,04/21/20,11:45
WEST END ROAD,131,Classified,NORTHEAST,Stevens County,0.01,First Attack,Under Investigation,None,None,04/21/20,12:22
BROKEN SPOKE,128,Classified,NORTHEAST,Okanogan County,0.2,Started,Under Investigation,None,None,04/20/20,11:19
BROKEN SPOKE,128,Classified,NORTHEAST,Okanogan County,0.2,First Attack,Under Investigation,None,None,04/20/20,12:02
DELTA,20,Classified,NORTHWEST,Whatcom County,0.1,Started,Debris Burning,None,None,04/20/20,13:21
DELTA,20,Classified,NORTHWEST,Whatcom County,0.1,First Attack,Debris Burning,None,None,04/20/20,14:30
EGGER FARMS ,129,Classified,NORTHEAST,Stevens County,0.1,Started,Under Investigation,None,None,04/20/20,14:45
EGGER FARMS ,129,Classified,NORTHEAST,Stevens County,0.1,First Attack,Under Investigation,None,None,04/20/20,15:38
GILES RD,21,Classified,NORTHWEST,Snohomish County,3,Started,Debris Burning,None,None,04/20/20,13:43
GILES RD,21,Classified,NORTHWEST,Snohomish County,3,First Attack,Debris Burning,None,None,04/20/20,14:45
GOOSE CHASE ,807,False Alarm,PACIFIC CASC,Cowlitz County,,Started,Undetermined,None,None,04/20/20,12:05
HOLTER ,27,Classified,SOUTHEAST,Klickitat County,4.66,Started,Debris Burning,None,None,04/20/20,14:30
HOLTER ,27,Classified,SOUTHEAST,Klickitat County,4.66,First Attack,Debris Burning,None,None,04/20/20,14:47
MANSFIELD,127,Classified,NORTHEAST,Spokane County,0.01,First Attack,Recreation,Camper,Campfire,04/20/20,11:56
MANSFIELD,127,Classified,NORTHEAST,Spokane County,0.01,Started,Recreation,Camper,Campfire,04/20/20,10:45
NO FISH,838,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/20/20,12:42
PITTSBURG,130,Classified,NORTHEAST,Spokane County,0.01,Started,Recreation,Camper,Campfire,04/20/20,21:00
PITTSBURG,130,Classified,NORTHEAST,Spokane County,0.01,First Attack,Recreation,Camper,Campfire,04/20/20,23:00
RAUSCHERT,18,Classified,SO PUGET,Mason County,0.5,First Attack,Debris Burning,None,None,04/20/20,18:05
RAUSCHERT,18,Classified,SO PUGET,Mason County,0.5,Started,Debris Burning,None,None,04/20/20,17:45
BROKEN BRIDGE ,17,Classified,SO PUGET,Mason County,0.25,Started,Under Investigation,None,None,04/19/20,15:30
BROKEN BRIDGE ,17,Classified,SO PUGET,Mason County,0.25,First Attack,Under Investigation,None,None,04/19/20,16:00
CENTENNIAL,124,Classified,NORTHEAST,Spokane County,0.01,Started,Undetermined,None,None,04/19/20,21:56
CENTENNIAL,124,Classified,NORTHEAST,Spokane County,0.01,First Attack,Undetermined,None,None,04/19/20,22:15
CHENEY TRACKS ,122,Classified,NORTHEAST,Spokane County,0.01,Started,Children,Children 10-18,Other,04/19/20,18:00
CHENEY TRACKS ,122,Classified,NORTHEAST,Spokane County,0.01,First Attack,Children,Children 10-18,Other,04/19/20,19:12
LINCOLN,123,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,04/19/20,20:13
LITTLE CREEK,19,Classified,NORTHWEST,Whatcom County,0.1,First Attack,Recreation,Other,Campfire,04/19/20,21:00
LITTLE CREEK,19,Classified,NORTHWEST,Whatcom County,0.1,Started,Recreation,Other,Campfire,04/19/20,20:00
THIS A WAY,121,Classified,NORTHEAST,Okanogan County,19.93,Started,Under Investigation,None,None,04/19/20,12:43
THIS A WAY,121,Classified,NORTHEAST,Okanogan County,19.93,First Attack,Under Investigation,None,None,04/19/20,13:48
GROTTO ,126,Classified,NORTHEAST,Pend Oreille County,3.46,Started,Under Investigation,None,None,04/18/20,6:00
HIGHLINE,118,Classified,NORTHEAST,Stevens County,0.1,First Attack,Debris Burning,None,None,04/18/20,12:42
HIGHLINE,118,Classified,NORTHEAST,Stevens County,0.1,Started,Debris Burning,None,None,04/18/20,11:30
MISSION HILL,117,Classified,NORTHEAST,Spokane County,0.1,Started,Debris Burning,None,None,04/18/20,10:45
MISSION HILL,117,Classified,NORTHEAST,Spokane County,0.1,First Attack,Debris Burning,None,None,04/18/20,12:37
NORTH FINLEY,125,Classified,NORTHEAST,Spokane County,0.01,Started,Debris Burning,None,None,04/18/20,19:00
NORTH FINLEY,125,Classified,NORTHEAST,Spokane County,0.01,First Attack,Debris Burning,None,None,04/18/20,21:00
ORCHARD SPOT,120,Classified,NORTHEAST,Okanogan County,1,Started,Debris Burning,None,None,04/18/20,15:10
REDWINE,119,Classified,NORTHEAST,Lincoln County,2,First Attack,Debris Burning,None,None,04/18/20,12:53
REDWINE,119,Classified,NORTHEAST,Lincoln County,2,Started,Debris Burning,None,None,04/18/20,11:00
ALLEN,116,Classified,NORTHEAST,Stevens County,0.1,First Attack,Debris Burning,None,None,04/17/20,18:15
ALLEN,116,Classified,NORTHEAST,Stevens County,0.1,Started,Debris Burning,None,None,04/17/20,14:30
APPLEWOOD LANE ,110,Classified,NORTHEAST,Spokane County,0.4,First Attack,Debris Burning,None,None,04/17/20,12:34
BROTHERHOOD,18,Classified,NORTHWEST,Skagit County,8,First Attack,Debris Burning,None,None,04/17/20,16:30
BROTHERHOOD,18,Classified,NORTHWEST,Skagit County,8,Started,Debris Burning,None,None,04/17/20,15:25
CATHERINE DR,806,False Alarm,PACIFIC CASC,Cowlitz County,,Started,Undetermined,None,None,04/17/20,14:28
CROSS RD LANE,843,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/17/20,11:45
CROSS ROAD LANE,111,Classified,NORTHEAST,Okanogan County,2,First Attack,Under Investigation,None,None,04/17/20,12:00
CROSS ROAD LANE,111,Classified,NORTHEAST,Okanogan County,2,Started,Under Investigation,None,None,04/17/20,11:45
FALSE QUARRY AGAIN,837,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/17/20,15:22
FALSE RANCH,842,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/17/20,16:47
FOUR LAKES ,112,Classified,NORTHEAST,Spokane County,0.09,Started,Debris Burning,None,None,04/17/20,13:30
FOUR LAKES ,112,Classified,NORTHEAST,Spokane County,0.09,First Attack,Debris Burning,None,None,04/17/20,14:28
GOLD FISH ,15,Classified,PACIFIC CASC,Cowlitz County,0.1,First Attack,Recreation,Camper,Campfire,04/17/20,14:30
GOLD FISH ,15,Classified,PACIFIC CASC,Cowlitz County,0.1,Started,Recreation,Camper,Campfire,04/17/20,14:07
MCDOWELL,114,Classified,NORTHEAST,Lincoln County,0.88,Started,Under Investigation,None,None,04/17/20,14:00
MCDOWELL,114,Classified,NORTHEAST,Lincoln County,0.88,First Attack,Under Investigation,None,None,04/17/20,15:43
MINI,113,Classified,NORTHEAST,Spokane County,0.01,First Attack,Arson,Other,None,04/17/20,14:24
Muskrat,26,Classified,SOUTHEAST,Yakima County,0.1,Started,Debris Burning,None,None,04/17/20,15:04
Muskrat,26,Classified,SOUTHEAST,Yakima County,0.1,First Attack,Debris Burning,None,None,04/17/20,16:30
TOPELT,16,Classified,PACIFIC CASC,Lewis County,21.7,Started,Under Investigation,None,None,04/17/20,14:16
VAIL CUT OFF RD SE,801,False Alarm,SO PUGET,Thurston County,,Started,Undetermined,None,None,04/17/20,15:05
WANETA,115,Classified,NORTHEAST,Stevens County,0.3,First Attack,Miscellaneous,Other,None,04/17/20,16:11
WANETA,115,Classified,NORTHEAST,Stevens County,0.3,Started,Miscellaneous,Other,None,04/17/20,15:21
AIRPORT RD,14,Classified,PACIFIC CASC,Lewis County,0.1,First Attack,Recreation,Camper,Campfire,04/16/20,11:15
AIRPORT RD,14,Classified,PACIFIC CASC,Lewis County,0.1,Started,Recreation,Camper,Campfire,04/16/20,10:56
CLOQUALLUM SLASH,15,Classified,SO PUGET,Mason County,1,First Attack,Under Investigation,None,None,04/16/20,18:00
CLOQUALLUM SLASH,15,Classified,SO PUGET,Mason County,1,Started,Under Investigation,None,None,04/16/20,17:20
FALSE REGAL ,836,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/16/20,15:37
KIWA,16,Classified,SO PUGET,Thurston County,0.1,Started,Debris Burning,None,None,04/16/20,20:46
KIWA,16,Classified,SO PUGET,Thurston County,0.1,First Attack,Debris Burning,None,None,04/16/20,20:46
LITTLE CAMDEN,108,Classified,NORTHEAST,Pend Oreille County,0.01,Started,Debris Burning,None,None,04/16/20,10:00
LITTLE CAMDEN,108,Classified,NORTHEAST,Pend Oreille County,0.01,First Attack,Debris Burning,None,None,04/16/20,15:00
MOON HILL,805,False Alarm,PACIFIC CASC,Lewis County,,Started,Undetermined,None,None,04/16/20,12:04
MT BAKER HWY,804,False Alarm,NORTHWEST,Whatcom County,,Started,Undetermined,None,None,04/16/20,18:00
RESERVATION RD,17,Classified,NORTHWEST,Skagit County,0.1,Started,Debris Burning,None,None,04/16/20,22:00
RESERVATION RD,17,Classified,NORTHWEST,Skagit County,0.1,First Attack,Debris Burning,None,None,04/16/20,22:00
SHORT,109,Classified,NORTHEAST,Spokane County,0.01,First Attack,Debris Burning,None,None,04/16/20,18:30
SHORT,109,Classified,NORTHEAST,Spokane County,0.01,Started,Debris Burning,None,None,04/16/20,15:00
SOUTH BANK ,107,Classified,NORTHEAST,Spokane County,0.1,Started,Debris Burning,None,None,04/16/20,10:00
SOUTH BANK ,107,Classified,NORTHEAST,Spokane County,0.1,First Attack,Debris Burning,None,None,04/16/20,14:25
STONEY LANE,14,Classified,SO PUGET,Grays Harbor County,0.58,Started,Debris Burning,None,None,04/16/20,16:53
STONEY LANE,14,Classified,SO PUGET,Grays Harbor County,0.58,First Attack,Debris Burning,None,None,04/16/20,17:25
APPLEWOOD LANE ,110,Classified,NORTHEAST,Spokane County,0.4,Started,Debris Burning,None,None,04/15/20,7:00
F350,10,Classified,SO PUGET,Thurston County,0.1,First Attack,Miscellaneous,Vehicle Fire,None,04/15/20,15:05
F350,10,Classified,SO PUGET,Thurston County,0.1,Started,Miscellaneous,Vehicle Fire,None,04/15/20,13:45
HONEY SUCKLE,104,Classified,NORTHEAST,Ferry County,0.01,Started,Debris Burning,None,None,04/15/20,17:30
HONEY SUCKLE,104,Classified,NORTHEAST,Ferry County,0.01,First Attack,Debris Burning,None,None,04/15/20,18:15
HWY 106,12,Classified,SO PUGET,Mason County,0.75,First Attack,Under Investigation,None,None,04/15/20,17:15
HWY 106,12,Classified,SO PUGET,Mason County,0.75,Started,Under Investigation,None,None,04/15/20,17:00
LITTLE EGYPT,13,Classified,SO PUGET,Mason County,1.3,First Attack,Under Investigation,None,None,04/15/20,18:40
LITTLE EGYPT,13,Classified,SO PUGET,Mason County,1.3,Started,Under Investigation,None,None,04/15/20,17:12
LITTLE WHITEHORSE,14,Classified,NORTHWEST,Snohomish County,0.5,First Attack,Debris Burning,None,None,04/15/20,12:30
LITTLE WHITEHORSE,14,Classified,NORTHWEST,Snohomish County,0.5,Started,Debris Burning,None,None,04/15/20,11:34
LUTHER ROAD ,835,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/15/20,8:47
MERRY RD,11,Classified,SO PUGET,Grays Harbor County,0.3,Started,Debris Burning,None,None,04/15/20,16:24
MERRY RD,11,Classified,SO PUGET,Grays Harbor County,0.3,First Attack,Debris Burning,None,None,04/15/20,17:15
MINI,113,Classified,NORTHEAST,Spokane County,0.01,Started,Arson,Other,None,04/15/20,22:30
OAKLAND,105,Classified,NORTHEAST,Spokane County,0.01,Started,Miscellaneous,Other,None,04/15/20,16:00
OAKLAND,105,Classified,NORTHEAST,Spokane County,0.01,First Attack,Miscellaneous,Other,None,04/15/20,20:45
POORMAN CREEK,52,Classified,NORTHEAST,Okanogan County,1.5,First Attack,Miscellaneous,Other,None,04/15/20,18:30
PORTER CREEK,16,Classified,NORTHWEST,Whatcom County,67.5,Started,Debris Burning,None,None,04/15/20,19:45
ROUNDTREE,804,False Alarm,PACIFIC CASC,Lewis County,,Started,Undetermined,None,None,04/15/20,17:20
STANWOOD BRYANT,15,Classified,NORTHWEST,Snohomish County,90,First Attack,Debris Burning,None,None,04/15/20,15:30
STANWOOD BRYANT,15,Classified,NORTHWEST,Snohomish County,90,Started,Debris Burning,None,None,04/15/20,15:41
CEDONIA HILL,101,Classified,NORTHEAST,Stevens County,0.25,Started,Under Investigation,None,None,04/14/20,17:00
CEDONIA HILL,101,Classified,NORTHEAST,Stevens County,0.25,First Attack,Under Investigation,None,None,04/14/20,18:18
CLARK CREEK,813,False Alarm,PACIFIC CASC,Cowlitz County,,Started,Undetermined,None,None,04/14/20,11:47
COYOTE DRIVE,829,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/14/20,10:17
CRUMBACHER PILE,828,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/14/20,9:25
DANVILLE SOUTH,832,False Alarm,NORTHEAST,Ferry County,,Started,Undetermined,None,None,04/14/20,11:37
FALSE ELK  TWO,830,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,04/14/20,9:58
FALSE QUARRY,833,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/14/20,12:33
JACKSON CREEK 2,12,Classified,NORTHWEST,Skagit County,0.1,First Attack,Recreation,Other,Other,04/14/20,18:34
JACKSON CREEK 2,12,Classified,NORTHWEST,Skagit County,0.1,Started,Recreation,Other,Other,04/14/20,15:21
LINDSAY ROAD,102,Classified,NORTHEAST,Stevens County,0.01,Started,Debris Burning,None,None,04/14/20,17:00
LINDSAY ROAD,102,Classified,NORTHEAST,Stevens County,0.01,First Attack,Debris Burning,None,None,04/14/20,19:34
NORTH SHORE SLASH,9,Classified,SO PUGET,Mason County,2.65,Started,Debris Burning,None,None,04/14/20,20:57
NORTH SHORE SLASH,9,Classified,SO PUGET,Mason County,2.65,First Attack,Debris Burning,None,None,04/14/20,21:00
RAWSON MILL,13,Classified,PACIFIC CASC,Clark County,5.5,Started,Debris Burning,None,None,04/14/20,13:54
RAWSON MILL,13,Classified,PACIFIC CASC,Clark County,5.5,First Attack,Debris Burning,None,None,04/14/20,14:25
SANPOIL WILLOWS,831,False Alarm,NORTHEAST,Ferry County,,Started,Undetermined,None,None,04/14/20,10:03
SHULAR ,13,Classified,NORTHWEST,Skagit County,1,Started,Debris Burning,None,None,04/14/20,16:58
SHULAR ,13,Classified,NORTHWEST,Skagit County,1,First Attack,Debris Burning,None,None,04/14/20,20:22
SODA SPRINGS,25,Classified,SOUTHEAST,Klickitat County,0.58,Started,Debris Burning,None,None,04/14/20,13:24
SODA SPRINGS,25,Classified,SOUTHEAST,Klickitat County,0.58,First Attack,Debris Burning,None,None,04/14/20,13:49
SOUTH ANGLIN,827,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/14/20,8:00
SOUTH BAY,11,Classified,NORTHWEST,Whatcom County,0.5,Started,Debris Burning,None,None,04/14/20,12:22
SOUTH BAY,11,Classified,NORTHWEST,Whatcom County,0.5,First Attack,Debris Burning,None,None,04/14/20,12:29
UPPER BEAVER CREEK,103,Classified,NORTHEAST,Okanogan County,0.25,Started,Undetermined,None,None,04/14/20,11:00
UPPER BEAVER CREEK,103,Classified,NORTHEAST,Okanogan County,0.25,First Attack,Undetermined,None,None,04/14/20,12:30
WESTSIDE,834,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/14/20,15:06
ALDER PLACE,9,Classified,NORTHWEST,Skagit County,0.5,Started,Debris Burning,None,None,04/13/20,13:47
ALDER PLACE,9,Classified,NORTHWEST,Skagit County,0.5,First Attack,Debris Burning,None,None,04/13/20,14:00
BLUE GRASS,106,Classified,NORTHEAST,Stevens County,0.25,Started,Debris Burning,None,None,04/13/20,20:38
BUNGE ,95,Classified,NORTHEAST,Pend Oreille County,0.01,Started,Debris Burning,None,None,04/13/20,8:00
BUNGE ,95,Classified,NORTHEAST,Pend Oreille County,0.01,First Attack,Debris Burning,None,None,04/13/20,13:42
