OBJECTID,FIREEVENT_ID,INCIDENT_NO,INCIDENT_NM,INCIDENT_ID,COUNTY_LABEL_NM,FIRE_TWP_WHOLE_NO,FIRE_TWP_FRACT_NO,FIRE_RGE_WHOLE_NO,FIRE_RGE_FRACT_NO,FIRE_RGE_DIR_FLG,FIRE_SECT_NO,SITE_ELEV,FIREGCAUSE_LABEL_NM,FIRESCAUSE_LABEL_NM,BURNESCAPE_RSN_LABEL_NM,ACRES_BURNED,START_DT,START_TM,DSCVR_DT,DSCVR_TM,CONTROL_DT,CONTROL_TM,FIRE_OUT_DT,FIRE_OUT_TM,BURN_MERCH_AREA,BURN_REPROD_AREA,BURN_NONSTOCK_AREA,FIREEVNT_CLASS_CD,FIREEVNT_CLASS_LABEL_NM,SECTION_SUBDIV_PTS_ID,LAT_COORD,LON_COORD,RES_ORDER_NO,NON_DNR_RES_ORDER_NO,START_OWNER_AGENCY_NM,START_JURISDICTION_AGENCY_NM,SHAPE,PROTECTION_TYPE,REGION_NAME
16729,13899,1504,LECLERC SIZZLE,14041,PEND OREILLE,35,0,44,0,E,29,0,Miscellaneou,Power Line,<Null>,0.01,7/12/10,1400,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,992288,48.50778,-117.27544,<Null>,<Null>,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
10812,13922,876,LOST RIVER,14064,OKANOGAN,36,0,19,0,E,52,<Null>,Undetermined,None,<Null>,0,7/12/10,1251,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,476918,48.588493,-120.419999,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
8677,13924,878,WILLIAMS LAKE,14066,STEVENS,37,0,39,0,E,19,<Null>,Undetermined,None,<Null>,0,7/12/10,1333,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,967009,48.69395,-117.94182,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
8367,13903,880,OC DRIFT,14045,STEVENS,37,0,41,0,E,7,<Null>,Undetermined,None,<Null>,0,7/12/10,1554,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,946776,48.72251,-117.68118,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
8127,13921,877,DAVIES,14063,OKANOGAN,40,0,29,0,E,20,<Null>,Undetermined,None,<Null>,0,7/12/10,1542,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1129675,48.95678,-119.20587,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
11263,13902,879,HILL LOOP,14044,STEVENS,38,0,37,0,E,13,<Null>,Undetermined,None,<Null>,0,7/12/10,1459,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,629035,48.79686,-118.04947,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
15627,13879,875,DRY BLUFF,14021,PEND OREILLE,36,0,43,0,E,1,<Null>,Undetermined,None,<Null>,0,7/12/10,833,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1016662,48.65249,-117.32435,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
15886,13919,75,HAVANA,14061,SPOKANE,25,0,43,0,E,2,2000,Miscellaneou,Other,<Null>,4.7,7/12/10,1520,7/12/10,1530,7/12/10,1900,7/22/10,1933,<Null>,<Null>,<Null>,1,Classified,487439,47.69877,-117.34393,<Null>,<Null>,Private,Other Government,Point,DNR Protection FFPA,NORTHEAST
19209,13941,26,Hill Road,14083,KLICKITAT,5,0,15,0,E,26,2000,Miscellaneou,Vehicle Fire,<Null>,0.1,7/12/10,700,7/12/10,400,7/12/10,700,7/14/10,200,<Null>,<Null>,<Null>,1,Classified,1043644,45.89188,-120.89296,WA-SES-253,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
17722,13904,77,JOHNSON GRADE,14046,STEVENS,39,0,39,0,E,25,1815,Miscellaneou,Power Line,<Null>,1.5,7/12/10,1430,7/12/10,1431,7/12/10,1830,7/26/10,1733,1.5,<Null>,<Null>,1,Classified,969820,48.85194,-117.83237,WA-NES-311,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
18971,13940,76,KIMBERLY,14082,STEVENS,27,0,40,0,E,17,1952,Miscellaneou,Structure Fi,<Null>,0.6,7/12/10,1730,7/12/10,1735,7/12/10,2020,7/16/10,1419,0.6,<Null>,<Null>,1,Classified,88239,47.84452,-117.78019,WA-NES-323,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
4912,14002,27,Dallesport,14144,KLICKITAT,2,0,13,0,E,25,700,Miscellaneou,Power Line,<Null>,1120,7/12/10,936,7/12/10,920,7/12/10,2030,7/27/10,1200,<Null>,<Null>,<Null>,1,Classified,755760,45.63076,-121.1227,WA-SES-254,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,SOUTHEAST
3446,14163,20,Pluss Road - CB,14305,CLARK,2,0,3,0,E,3,400,Arson,Other,<Null>,0.1,7/12/10,430,7/12/10,440,7/12/10,530,7/12/10,530,<Null>,<Null>,<Null>,1,Classified,1155839,45.68859,-122.43207,WA-PCS-0020,<Null>,Other Government,DNR,Point,DNR Protection FFPA,PACIFIC CASC
3941,14299,73,FLAT CREEK,14441,STEVENS,39,0,38,0,E,24,2200,Miscellaneou,Power Line,<Null>,79,7/12/10,1430,7/12/10,1420,7/15/10,2000,11/10/10,1419,79,<Null>,<Null>,1,Classified,203339,48.86967,-117.9235,WA-NES-310,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
4145,14081,78,ALADDIN,14223,STEVENS,37,0,41,0,E,7,2360,Miscellaneou,Power Line,<Null>,0.01,7/12/10,1430,7/12/10,1550,7/12/10,1630,7/14/10,1024,0.01,<Null>,<Null>,1,Classified,444489,48.71523,-117.6911,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
1156,13926,74,BULL RUN,14068,LINCOLN,27,0,38,0,E,24,1350,Miscellaneou,Power Line,<Null>,1.2,7/12/10,1530,7/12/10,1532,7/12/10,1800,7/15/10,1213,1.2,<Null>,<Null>,1,Classified,487260,47.82892,-117.96293,WA-NES-315,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
9718,14419,21,Kalama Launch,14561,COWLITZ,7,0,1,0,W,35,300,Debris Burn,None,Other,0.25,7/12/10,2230,7/12/10,2100,7/13/10,115,7/15/10,300,<Null>,<Null>,<Null>,1,Classified,199254,46.04526,-122.77095,WA-PCS-0021,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
10722,13900,72,LITTLE FALLS,14042,LINCOLN,27,0,39,0,E,20,1723,Miscellaneou,Structure Fi,<Null>,0.1,7/12/10,945,7/12/10,947,7/12/10,1045,8/11/10,1315,<Null>,<Null>,<Null>,1,Classified,83862,47.82708,-117.9104,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
2699,13925,622,ELK CAMPER,14067,SPOKANE,29,0,44,0,E,8,<Null>,Miscellaneou,Vehicle Fire,<Null>,0.01,7/13/10,1300,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,1161285,48.02642,-117.27051,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
17625,13949,1505,LAKES,14091,STEVENS,36,0,41,0,E,13,0,Logging,Equip Burnin,<Null>,0.01,7/13/10,1100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,357991,48.62759,-117.57329,<Null>,<Null>,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
5703,15027,801,BRINNON SMOKE,15169,JEFFERSON,26,0,2,0,W,6,<Null>,Undetermined,None,<Null>,0,7/13/10,1710,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,692842,47.773753,-122.980694,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,OLYMPIC
15523,13920,802,Triton's Ghost,14062,MASON,24,0,2,0,W,1,<Null>,Undetermined,None,<Null>,0,7/13/10,1713,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,734624,47.599992,-122.874721,WA-SPS-802,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,SO PUGET
13931,14059,80,GOOSEBERRY,14201,OKANOGAN,35,0,31,0,E,18,2550,Debris Burn,None,Fire Break,0.1,7/13/10,1900,7/13/10,2020,7/13/10,2128,7/15/10,1235,<Null>,<Null>,<Null>,1,Classified,770731,48.53763,-118.99804,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
4377,13979,79,HAWKS,14121,STEVENS,38,0,39,0,E,12,2000,Miscellaneou,Power Line,<Null>,0.01,7/13/10,1055,7/13/10,1050,7/13/10,1145,7/14/10,1343,<Null>,<Null>,<Null>,1,Classified,584128,48.80719,-117.82678,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
10431,14339,22,Dog Mountain,14481,SKAMANIA,3,0,9,0,E,32,110,Miscellaneou,Burnin Mater,<Null>,0.5,7/13/10,1221,7/13/10,1221,7/13/10,1700,9/8/10,1400,<Null>,<Null>,<Null>,1,Classified,167720,45.703123,-121.701416,WA-PCS-0022,<Null>,Other Government,DNR,Point,DNR Protection FFPA,PACIFIC CASC
5265,13980,624,SCOTT ROAD,14122,STEVENS,34,0,37,0,E,36,<Null>,Miscellaneou,Power Line,<Null>,0.01,7/14/10,613,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,135734,48.39996,-118.09824,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
9046,14020,881,NAPOLEON PIT,14162,FERRY,38,0,37,0,E,28,<Null>,Undetermined,None,<Null>,0,7/14/10,640,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,793666,48.76048,-118.12052,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
5872,14953,801,CULTUS MTN,15095,SKAGIT,34,0,5,0,E,22,<Null>,Undetermined,None,<Null>,0,7/14/10,1020,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,743343,48.420796,-122.150057,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHWEST
14359,14083,887,FLORA ROAD,14225,STEVENS,37,0,39,0,E,2,<Null>,Undetermined,None,<Null>,0,7/14/10,1458,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,999363,48.74162,-117.86043,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
2018,14761,24,Glenoma Rd #1,14903,LEWIS,12,0,5,0,E,26,850,Recreation,Camper,<Null>,0.1,7/14/10,1330,7/14/10,1400,7/14/10,1415,7/14/10,1430,<Null>,<Null>,<Null>,1,Classified,308492,46.50211,-122.13886,WA-PCS-0024,<Null>,Other Government,DNR,Point,DNR Protection FFPA,PACIFIC CASC
5542,14378,23,Salal,14520,LEWIS,13,0,2,0,E,27,400,Miscellaneou,Other,<Null>,0.1,7/14/10,1425,7/14/10,1355,7/14/10,1425,9/7/10,1100,<Null>,<Null>,<Null>,1,Classified,1032561,46.57732,-122.53388,WA-PCS-0023,<Null>,Other Government,DNR,Point,DNR Protection FFPA,PACIFIC CASC
918,13959,81,PENNY LANE,14101,OKANOGAN,40,0,30,0,E,10,3500,Miscellaneou,Vehicle Fire,<Null>,0.1,7/14/10,1230,7/14/10,1238,7/14/10,1700,7/28/10,1230,0.1,<Null>,<Null>,1,Classified,853480,48.9744,-119.0123,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
5626,13960,882,OLD BALDY,14102,STEVENS,33,0,38,0,E,19,<Null>,Undetermined,None,<Null>,0,7/15/10,843,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,577994,48.343785,-118.074202,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
11109,14065,883,BRUCE ROAD,14207,SPOKANE,26,0,44,0,E,19,<Null>,Undetermined,None,<Null>,0,7/15/10,1727,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,748082,47.74215,-117.28558,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
7768,14375,808,Washougal 1,14517,CLARK,1,0,4,0,E,13,<Null>,Undetermined,None,<Null>,0,7/15/10,1720,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,18440,45.570687,-122.25954,WA-PCS-0808,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,PACIFIC CASC
13974,14445,7,Janicki Rd,14587,SKAGIT,34,0,5,0,E,17,400,Recreation,Other,<Null>,0.1,7/15/10,1120,7/15/10,1120,7/15/10,1330,7/18/10,1152,<Null>,<Null>,<Null>,1,Classified,247476,48.44092,-122.19079,wa-nws-007,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHWEST
14113,14446,8,Whitehorse,14588,SNOHOMISH,32,0,8,0,E,14,750,Miscellaneou,Other,<Null>,3.2,7/15/10,1500,7/15/10,1540,7/17/10,1400,8/11/10,1600,<Null>,3.2,<Null>,1,Classified,613523,48.26766,-121.72982,WA-NWS-008,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHWEST
16317,14447,9,Academy Road,14589,WHATCOM,38,0,3,0,E,24,1100,Miscellaneou,Power Line,<Null>,0.1,7/15/10,1600,7/15/10,1600,7/15/10,2200,7/20/10,1600,<Null>,<Null>,<Null>,1,Classified,809551,48.76225,-122.35804,wa-nws-009,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,NORTHWEST
667,14019,82,CAMP SEKANI,14161,SPOKANE,25,0,43,0,E,1,1970,Children,Children 10+,<Null>,0.4,7/15/10,1355,7/15/10,1345,7/15/10,1705,7/21/10,1706,<Null>,<Null>,<Null>,1,Classified,144935,47.69847,-117.30647,<Null>,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
5751,14001,28,Brandy Flats,14143,KITTITAS,19,0,19,0,E,23,3138,Recreation,Camper,<Null>,0.01,7/15/10,1433,7/15/10,1415,7/15/10,1615,7/17/10,1430,0.01,<Null>,<Null>,1,Classified,130917,47.12332,-120.42579,WA-SES-259,<Null>,DNR,DNR,Point,DNR Protection FFPA,SOUTHEAST
6009,14399,96,PARK RAPIDS,14541,STEVENS,35,0,41,0,E,15,3000,Lightning,None,<Null>,0.01,7/15/10,1700,7/20/10,1550,7/20/10,1730,7/25/10,1740,0.01,<Null>,<Null>,1,Classified,385848,48.53425,-117.61895,<Null>,<Null>,Private,<Null>,Point,DNR Protection FFPA,NORTHEAST
3114,15477,25,Mineral Springs Mishap,15619,LEWIS,14,0,5,0,E,8,1500,Debris Burn,None,Insufficient,0.25,7/15/10,1210,7/15/10,1205,7/15/10,1400,7/19/10,1116,<Null>,<Null>,<Null>,1,Classified,1069816,46.70717,-122.20401,WA-PCS-0025,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
10428,14082,627,FRUITLAND NORTH,14224,STEVENS,31,0,37,0,E,8,<Null>,Arson,Other,<Null>,0.1,7/16/10,1645,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,974518,48.20251,-118.17603,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
9750,14062,625,GUN SMOKE,14204,OKANOGAN,39,0,27,0,E,20,<Null>,Miscellaneou,Other,<Null>,0.25,7/16/10,1431,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,461903,48.86278,-119.47038,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
7655,14063,626,LOCKE,14205,PEND OREILLE,34,0,43,0,E,25,<Null>,Miscellaneou,Other,<Null>,8.1,7/16/10,1456,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,520954,48.42401,-117.30774,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
5732,14039,885,LONE RANCH CREEK,14181,FERRY,40,0,34,0,E,9,<Null>,Undetermined,None,<Null>,0,7/16/10,1127,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,169221,48.97822,-118.52472,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
12485,14079,886,12 MILE CREEK,14221,STEVENS,34,0,39,0,E,36,<Null>,Undetermined,None,<Null>,0,7/16/10,1700,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,510028,48.40439,-117.83787,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
15694,14064,884,COTTONWOOD,14206,STEVENS,31,0,41,0,E,7,<Null>,Undetermined,None,<Null>,0,7/16/10,1040,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,502246,48.201075,-117.682649,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
15135,14376,809,Washougal River,14518,CLARK,2,0,5,0,E,25,<Null>,Undetermined,None,<Null>,0,7/16/10,1317,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,577887,45.629165,-122.135945,WA-PCS-0809,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,PACIFIC CASC
11613,14080,84,CASSIE COURT,14222,STEVENS,27,0,41,0,E,15,1900,Children,Children 3-9,<Null>,1,7/16/10,1330,7/16/10,1400,7/16/10,1930,7/21/10,1649,0.5,<Null>,<Null>,1,Classified,294928,47.83286,-117.60752,WA-NES-345,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
14928,14085,85,MUDGETT LAKE,14227,STEVENS,29,0,36,0,E,1,2000,Arson,Other,<Null>,2.5,7/16/10,1630,7/16/10,1631,7/16/10,2130,7/23/10,1800,2.5,<Null>,<Null>,1,Classified,1154911,48.04415,-118.22304,WA-NES-347,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
14980,14987,26,Carson Ridge,15129,SKAMANIA,3,0,7,0,E,3,2800,Miscellaneou,Other,<Null>,0.5,7/16/10,1640,7/16/10,1640,7/17/10,1800,7/25/10,1506,<Null>,0.5,<Null>,1,Classified,174611,45.77216,-121.92308,WA-PCS-0026,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
11981,14448,10,Browne,14590,SAN JUAN,35,0,3,0,W,14,80,Debris Burn,None,Holdover,0.25,7/16/10,1800,7/16/10,1800,7/16/10,1845,7/16/10,2130,<Null>,<Null>,<Null>,1,Classified,507560,48.53076,-123.02582,wa-nws-010,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,NORTHWEST
18475,14066,86,MILES,14208,LINCOLN,26,0,35,0,E,12,2434,Arson,Other,<Null>,1.1,7/16/10,1600,7/16/10,1605,7/16/10,1930,7/22/10,1158,1.1,<Null>,<Null>,1,Classified,991313,47.76857,-118.34208,WA-NES-346,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
5418,14084,83,SAGEWOOD,14226,SPOKANE,24,0,43,0,E,13,3000,Children,Children 10+,<Null>,0.25,7/16/10,1530,7/16/10,1540,7/16/10,1810,7/21/10,1500,0.25,<Null>,<Null>,1,Classified,157024,47.57802,-117.32253,<Null>,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
2812,14139,29,G Line No. 1,14281,KITTITAS,19,0,17,0,E,3,2800,Miscellaneou,Other,<Null>,0.5,7/16/10,1509,7/16/10,1415,7/16/10,1530,7/18/10,1300,<Null>,<Null>,<Null>,1,Classified,520302,47.16642,-120.7011,WA-SES-260,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
12701,14086,628,LOOMIS HAY,14228,OKANOGAN,38,0,25,0,E,1,<Null>,Miscellaneou,Combustion,<Null>,0.01,7/17/10,1500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,997317,48.82271,-119.63421,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
8136,14160,1509,Thetis ,14302,KITTITAS,22,0,13,0,E,30,0,Miscellaneou,Other,<Null>,0.1,7/17/10,1607,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,148387,47.36999,-121.26201,<Null>,WA-OWF-262,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,SOUTHEAST
2966,15478,27,L-1500 Fire,15620,CLARK,3,0,4,0,E,28,1200,Recreation,Camper,<Null>,0.1,7/17/10,1430,7/17/10,1430,7/17/10,1545,7/17/10,1545,<Null>,0.1,<Null>,1,Classified,918394,45.71031,-122.32938,WA-PCS-0027,<Null>,DNR,DNR,Point,DNR Protection FFPA,PACIFIC CASC
7358,14161,1510,Cowiche Mill,14303,YAKIMA,14,0,17,0,E,31,<Null>,Undetermined,None,<Null>,0,7/18/10,1354,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,993247,46.65655,-120.75474,<Null>,WA-YKCN-000102,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
16899,14099,803,Federation Fog,14241,PIERCE,19,0,8,0,E,19,<Null>,Undetermined,None,<Null>,0,7/18/10,1018,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,476547,47.119615,-121.836402,WA-SPS-803,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,SO PUGET
11086,14103,91,DOUGLAS FALLS OVER,14245,STEVENS,36,0,39,0,E,16,1900,Arson,Other,<Null>,0.1,7/18/10,1030,7/18/10,1032,7/18/10,1130,7/20/10,1403,<Null>,<Null>,<Null>,1,Classified,1074401,48.61438,-117.89404,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
17774,14140,30,Indian Camp,14282,KITTITAS,21,0,15,0,E,15,1600,Recreation,Camper,<Null>,0.1,7/18/10,1513,7/18/10,1530,7/18/10,1710,7/20/10,1700,0.1,<Null>,<Null>,1,Classified,518586,47.31237,-120.94316,WA-SES-265,<Null>,DNR,DNR,Point,DNR Protection FFPA,SOUTHEAST
16538,14449,11,Evergreen,14591,SAN JUAN,35,0,3,0,W,29,120,Debris Burn,None,Unattended,0.5,7/18/10,1453,7/18/10,1450,7/18/10,1555,7/18/10,1913,<Null>,<Null>,<Null>,1,Classified,1000155,48.49813,-123.08552,wa-nws-011,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,NORTHWEST
18610,14104,90,DOUGLAS FALLS RIDGE,14246,STEVENS,36,0,39,0,E,27,2350,Miscellaneou,Fireworks,<Null>,1,7/18/10,1130,7/18/10,1124,7/18/10,1230,7/25/10,1741,<Null>,<Null>,<Null>,1,Classified,150578,48.5854,-117.88798,WA-NES-355,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
18927,14100,87,HAPPY NAPPY,14242,STEVENS,36,0,39,0,E,35,2100,Arson,Other,<Null>,0.25,7/18/10,1030,7/18/10,1032,7/18/10,1150,7/21/10,1356,<Null>,0.25,<Null>,1,Classified,392127,48.57454,-117.86022,WA-NES-353,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
17430,14102,88,WILLIAMS,14244,STEVENS,36,0,39,0,E,18,1800,Arson,Other,<Null>,0.01,7/18/10,1000,7/18/10,1010,7/18/10,1130,7/20/10,1451,<Null>,<Null>,<Null>,1,Classified,608841,48.62117,-117.93719,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
6117,14119,93,TACOMA BOG,14261,PEND OREILLE,34,0,43,0,E,27,2400,Miscellaneou,Other,<Null>,0.3,7/18/10,1300,7/18/10,1735,7/18/10,2030,7/26/10,1427,<Null>,<Null>,<Null>,1,Classified,216433,48.41639,-117.35147,WA-NES-357,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
9804,14105,92,ASPEN MEADOWS,14247,SPOKANE,23,0,42,0,E,13,2400,Miscellaneou,Other,<Null>,0.3,7/18/10,1300,7/18/10,1300,7/18/10,1530,7/22/10,1151,0.3,<Null>,<Null>,1,Classified,991609,47.48753,-117.4369,<Null>,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
8955,14101,89,WILMS ROAD,14243,PEND OREILLE,30,0,44,0,E,35,1940,Smoker,Other,<Null>,0.1,7/18/10,1030,7/18/10,1045,7/18/10,1215,7/23/10,1715,0.1,<Null>,<Null>,1,Classified,147289,48.05875,-117.2165,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
7101,14179,629,GOLDEN STUMP,14321,OKANOGAN,39,0,27,0,E,4,<Null>,Debris Burn,None,Fire Break,0.5,7/19/10,1745,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,984327,48.908585,-119.440217,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
17029,14159,888,BLUE CREEK BOO-BOO,14301,STEVENS,33,0,40,0,E,31,<Null>,Undetermined,None,<Null>,0,7/19/10,1400,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,348553,48.31767,-117.81117,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
12878,14460,890,COMRAD FINLEY,14602,STEVENS,36,0,40,0,E,18,<Null>,Undetermined,None,<Null>,0,7/19/10,2048,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,629924,48.62157,-117.81496,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHEAST
13690,14954,802,HATHAWAY,15096,SKAGIT,36,0,5,0,E,17,<Null>,Undetermined,None,<Null>,0,7/19/10,2030,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,792223,48.607631,-122.194067,<Null>,<Null>,<Null>,<Null>,Point,DNR Protection FFPA,NORTHWEST
16796,14219,32,Nahahum ,14361,CHELAN,24,0,19,0,E,33,900,Miscellaneou,Power Line,<Null>,4,7/19/10,1850,7/19/10,1835,7/19/10,2135,7/25/10,1430,<Null>,<Null>,<Null>,1,Classified,794971,47.52907,-120.46123,WA-SES-267,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,SOUTHEAST
17142,14164,94,QUAIL,14306,OKANOGAN,37,0,28,0,E,7,2350,Miscellaneou,Other,<Null>,1,7/19/10,1445,7/19/10,1447,7/19/10,1630,7/22/10,1022,<Null>,<Null>,<Null>,1,Classified,613653,48.72509,-119.35491,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
